="",="(1)"
="",="a170"
="inc_real",="0.354***"
="_cons",="5.496***"
="var(inc_real)",="0.655*"
="var(Residual)",="1.680***"
="var(_cons)",="4.800***"
="N",="209417"
="R-sq",=""
="adj. R-sq",=""
="AIC",="924004.3"
="ll",="-461997.2"
="df_c",="2"
="df_m",="1"
="* p<0.05, ** p<0.01, *** p<0.001"
