="",="(1)"
="",="a170"
="inc_real",="0.0345***"
="_cons",="5.907***"
="var(Residual)",="0.817"
="var(_cons)",="4.956***"
="N",="209417"
="R-sq",=""
="adj. R-sq",=""
="AIC",="929964.3"
="ll",="-464978.2"
="df_c",="1"
="df_m",="1"
="* p<0.05, ** p<0.01, *** p<0.001"
