="",="(1)"
="",="a170"
="inc_real",="0.0390***"
="_cons",="5.978***"
="N",="209417"
="R-sq",="0.064"
="adj. R-sq",="0.064"
="AIC",="962563.1"
="ll",="-481279.5"
="df_c",=""
="df_m",="1"
="* p<0.05, ** p<0.01, *** p<0.001"
