iso3c,year,e_gdppc
ETH,1985,0.822
ETH,1986,0.827
ETH,1987,0.84
ETH,1988,0.824
ETH,1989,0.794
ETH,1990,0.771
ETH,1991,0.713
ETH,1992,0.653
ETH,1993,0.656
ETH,1994,0.656
ETH,1995,0.673
ETH,1996,0.695
ETH,1997,0.708
ETH,1998,0.686
ETH,1999,0.681
ETH,2000,0.684
ETH,2001,0.699
ETH,2002,0.69
ETH,2003,0.688
ETH,2004,0.732
ETH,2005,0.792
ETH,2006,0.841
ETH,2007,0.915
ETH,2008,0.98
ETH,2009,1.041
ETH,2010,1.127
ETH,2011,1.219
ETH,2012,1.311
ETH,2013,1.406
ETH,2014,1.513
ETH,2015,1.634
ETH,2016,1.75
ETH,2017,1.871
ETH,2018,1.984
ETH,2019,2.109
ETH,2020,NA
ETH,2021,NA
IND,1980,1.396
IND,1981,1.404
IND,1982,1.412
IND,1983,1.436
IND,1984,1.454
IND,1985,1.47
IND,1986,1.508
IND,1987,1.562
IND,1988,1.642
IND,1989,1.714
IND,1990,1.795
IND,1991,1.835
IND,1992,1.891
IND,1993,1.963
IND,1994,2.04
IND,1995,2.141
IND,1996,2.248
IND,1997,2.333
IND,1998,2.438
IND,1999,2.544
IND,2000,2.626
IND,2001,2.725
IND,2002,2.821
IND,2003,2.977
IND,2004,3.155
IND,2005,3.372
IND,2006,3.61
IND,2007,3.834
IND,2008,4.014
IND,2009,4.24
IND,2010,4.542
IND,2011,4.773
IND,2012,5.009
IND,2013,5.217
IND,2014,5.517
IND,2015,5.821
IND,2016,6.135
IND,2017,6.39
IND,2018,6.64
IND,2019,6.789
IND,2020,NA
IND,2021,NA
KEN,1980,2.161
KEN,1981,2.137
KEN,1982,2.133
KEN,1983,2.123
KEN,1984,2.128
KEN,1985,2.13
KEN,1986,2.181
KEN,1987,2.203
KEN,1988,2.242
KEN,1989,2.263
KEN,1990,2.282
KEN,1991,2.263
KEN,1992,2.213
KEN,1993,2.2
KEN,1994,2.238
KEN,1995,2.227
KEN,1996,2.246
KEN,1997,2.214
KEN,1998,2.2
KEN,1999,2.185
KEN,2000,2.153
KEN,2001,2.139
KEN,2002,2.119
KEN,2003,2.11
KEN,2004,2.121
KEN,2005,2.177
KEN,2006,2.253
KEN,2007,2.314
KEN,2008,2.324
KEN,2009,2.375
KEN,2010,2.472
KEN,2011,2.561
KEN,2012,2.642
KEN,2013,2.728
KEN,2014,2.83
KEN,2015,2.954
KEN,2016,3.075
KEN,2017,3.204
KEN,2018,3.307
KEN,2019,3.384
KEN,2020,NA
KEN,2021,NA
PRK,1980,2.459
PRK,1981,2.54
PRK,1982,2.603
PRK,1983,2.644
PRK,1984,2.682
PRK,1985,2.706
PRK,1986,2.72
PRK,1987,2.699
PRK,1988,2.677
PRK,1989,2.642
PRK,1990,2.537
PRK,1991,2.422
PRK,1992,2.275
PRK,1993,2.146
PRK,1994,2.04
PRK,1995,1.951
PRK,1996,1.857
PRK,1997,1.79
PRK,1998,1.76
PRK,1999,1.78
PRK,2000,1.787
PRK,2001,1.81
PRK,2002,1.817
PRK,2003,1.834
PRK,2004,1.846
PRK,2005,1.855
PRK,2006,1.843
PRK,2007,1.841
PRK,2008,1.846
PRK,2009,1.831
PRK,2010,1.82
PRK,2011,1.804
PRK,2012,1.813
PRK,2013,1.806
PRK,2014,1.813
PRK,2015,1.802
PRK,2016,1.82
PRK,2017,1.805
PRK,2018,1.794
PRK,2019,1.793
PRK,2020,NA
PRK,2021,NA
KOR,1980,5.866
KOR,1981,6.095
KOR,1982,6.485
KOR,1983,7.086
KOR,1984,7.657
KOR,1985,8.278
KOR,1986,9.09
KOR,1987,10.159
KOR,1988,11.327
KOR,1989,12.222
KOR,1990,13.209
KOR,1991,14.378
KOR,1992,15.399
KOR,1993,16.426
KOR,1994,17.842
KOR,1995,19.237
KOR,1996,20.44
KOR,1997,21.001
KOR,1998,20.841
KOR,1999,22.09
KOR,2000,23.488
KOR,2001,24.634
KOR,2002,26.025
KOR,2003,27.031
KOR,2004,28.034
KOR,2005,29.278
KOR,2006,30.405
KOR,2007,31.523
KOR,2008,32.072
KOR,2009,32.419
KOR,2010,33.464
KOR,2011,34.108
KOR,2012,34.654
KOR,2013,35.363
KOR,2014,36.287
KOR,2015,37.321
KOR,2016,38.4
KOR,2017,39.745
KOR,2018,40.466
KOR,2019,40.987
KOR,2020,NA
KOR,2021,NA
NA,1999,3.682
NA,2000,3.69
NA,2001,3.983
NA,2002,4.177
NA,2003,4.373
NA,2004,4.547
NA,2005,4.749
NA,2006,4.978
NA,2007,5.245
NA,2008,5.458
NA,2009,5.672
NA,2010,5.887
NA,2011,6.083
NA,2012,6.232
NA,2013,6.392
NA,2014,6.556
NA,2015,6.794
NA,2016,7.083
NA,2017,7.315
NA,2018,7.531
NA,2019,7.708
NA,2020,NA
NA,2021,NA
LBN,1980,5.602
LBN,1981,5.394
LBN,1982,4.668
LBN,1983,5.14
LBN,1984,6.252
LBN,1985,7.123
LBN,1986,7.157
LBN,1987,7.125
LBN,1988,5.863
LBN,1989,4.463
LBN,1990,4.78
LBN,1991,5.763
LBN,1992,6.164
LBN,1993,6.503
LBN,1994,6.843
LBN,1995,7.136
LBN,1996,7.454
LBN,1997,7.585
LBN,1998,7.844
LBN,1999,7.979
LBN,2000,8.08
LBN,2001,8.315
LBN,2002,8.541
LBN,2003,8.834
LBN,2004,9.243
LBN,2005,9.536
LBN,2006,9.732
LBN,2007,10.359
LBN,2008,11.145
LBN,2009,12.023
LBN,2010,12.491
LBN,2011,12.324
LBN,2012,12.087
LBN,2013,11.74
LBN,2014,11.306
LBN,2015,11.052
LBN,2016,10.947
LBN,2017,10.877
LBN,2018,10.644
LBN,2019,10.275
LBN,2020,NA
LBN,2021,NA
NGA,1980,3.449
NGA,1981,3.188
NGA,1982,2.897
NGA,1983,2.599
NGA,1984,2.417
NGA,1985,2.389
NGA,1986,2.145
NGA,1987,1.95
NGA,1988,1.871
NGA,1989,1.845
NGA,1990,1.878
NGA,1991,1.835
NGA,1992,1.798
NGA,1993,1.698
NGA,1994,1.602
NGA,1995,1.557
NGA,1996,1.551
NGA,1997,1.566
NGA,1998,1.582
NGA,1999,1.631
NGA,2000,1.753
NGA,2001,1.906
NGA,2002,2.147
NGA,2003,2.404
NGA,2004,2.685
NGA,2005,3.024
NGA,2006,3.25
NGA,2007,3.446
NGA,2008,3.605
NGA,2009,3.817
NGA,2010,4.045
NGA,2011,4.183
NGA,2012,4.27
NGA,2013,4.405
NGA,2014,4.5
NGA,2015,4.51
NGA,2016,4.38
NGA,2017,4.262
NGA,2018,4.216
NGA,2019,4.134
NGA,2020,NA
NGA,2021,NA
PHL,1980,3.595
PHL,1981,3.652
PHL,1982,3.65
PHL,1983,3.583
PHL,1984,3.376
PHL,1985,3.199
PHL,1986,3.214
PHL,1987,3.281
PHL,1988,3.421
PHL,1989,3.542
PHL,1990,3.6
PHL,1991,3.595
PHL,1992,3.611
PHL,1993,3.66
PHL,1994,3.771
PHL,1995,3.92
PHL,1996,4.058
PHL,1997,4.071
PHL,1998,4.025
PHL,1999,4.006
PHL,2000,4.047
PHL,2001,4.057
PHL,2002,4.086
PHL,2003,4.173
PHL,2004,4.28
PHL,2005,4.392
PHL,2006,4.543
PHL,2007,4.722
PHL,2008,4.872
PHL,2009,4.99
PHL,2010,5.197
PHL,2011,5.397
PHL,2012,5.644
PHL,2013,5.884
PHL,2014,6.195
PHL,2015,6.441
PHL,2016,6.79
PHL,2017,7.073
PHL,2018,7.386
PHL,2019,7.552
PHL,2020,NA
PHL,2021,NA
TZA,1980,1.536
TZA,1981,1.45
TZA,1982,1.414
TZA,1983,1.398
TZA,1984,1.381
TZA,1985,1.353
TZA,1986,1.23
TZA,1987,1.152
TZA,1988,1.184
TZA,1989,1.179
TZA,1990,1.189
TZA,1991,1.182
TZA,1992,1.148
TZA,1993,1.116
TZA,1994,1.1
TZA,1995,1.106
TZA,1996,1.136
TZA,1997,1.17
TZA,1998,1.204
TZA,1999,1.241
TZA,2000,1.274
TZA,2001,1.329
TZA,2002,1.39
TZA,2003,1.443
TZA,2004,1.511
TZA,2005,1.578
TZA,2006,1.651
TZA,2007,1.724
TZA,2008,1.803
TZA,2009,1.871
TZA,2010,1.957
TZA,2011,2.046
TZA,2012,2.079
TZA,2013,2.139
TZA,2014,2.207
TZA,2015,2.268
TZA,2016,2.336
TZA,2017,2.368
TZA,2018,2.426
TZA,2019,2.455
TZA,2020,NA
TZA,2021,NA
TWN,1980,10.226
TWN,1981,10.715
TWN,1982,11.245
TWN,1983,11.905
TWN,1984,12.682
TWN,1985,13.6
TWN,1986,14.898
TWN,1987,16.345
TWN,1988,17.404
TWN,1989,18.533
TWN,1990,19.642
TWN,1991,20.923
TWN,1992,22.38
TWN,1993,23.739
TWN,1994,25.126
TWN,1995,26.367
TWN,1996,27.774
TWN,1997,29.13
TWN,1998,30.408
TWN,1999,31.912
TWN,2000,32.866
TWN,2001,33.361
TWN,2002,34.438
TWN,2003,35.368
TWN,2004,36.679
TWN,2005,38.142
TWN,2006,39.156
TWN,2007,39.986
TWN,2008,40.231
TWN,2009,40.558
TWN,2010,41.984
TWN,2011,43.279
TWN,2012,44.013
TWN,2013,44.994
TWN,2014,46.311
TWN,2015,47.095
TWN,2016,47.636
TWN,2017,48.518
TWN,2018,49.098
TWN,2019,49.778
TWN,2020,NA
TWN,2021,NA
THA,1980,3.657
THA,1981,3.773
THA,1982,3.906
THA,1983,4.032
THA,1984,4.22
THA,1985,4.357
THA,1986,4.552
THA,1987,4.846
THA,1988,5.272
THA,1989,5.803
THA,1990,6.332
THA,1991,6.82
THA,1992,7.384
THA,1993,7.946
THA,1994,8.513
THA,1995,9.04
THA,1996,9.353
THA,1997,9.123
THA,1998,8.634
THA,1999,8.658
THA,2000,8.88
THA,2001,9.147
THA,2002,9.639
THA,2003,10.226
THA,2004,10.719
THA,2005,11.189
THA,2006,11.658
THA,2007,12.229
THA,2008,12.465
THA,2009,12.714
THA,2010,13.3
THA,2011,13.692
THA,2012,14.329
THA,2013,14.643
THA,2014,14.834
THA,2015,15.277
THA,2016,15.69
THA,2017,16.216
THA,2018,16.655
THA,2019,16.956
THA,2020,NA
THA,2021,NA
UGA,1980,0.914
UGA,1981,0.904
UGA,1982,0.925
UGA,1983,0.939
UGA,1984,0.909
UGA,1985,0.885
UGA,1986,0.867
UGA,1987,0.878
UGA,1988,0.896
UGA,1989,0.907
UGA,1990,0.914
UGA,1991,0.92
UGA,1992,0.937
UGA,1993,0.976
UGA,1994,1.035
UGA,1995,1.085
UGA,1996,1.116
UGA,1997,1.146
UGA,1998,1.18
UGA,1999,1.215
UGA,2000,1.24
UGA,2001,1.275
UGA,2002,1.316
UGA,2003,1.357
UGA,2004,1.397
UGA,2005,1.459
UGA,2006,1.525
UGA,2007,1.596
UGA,2008,1.675
UGA,2009,1.753
UGA,2010,1.825
UGA,2011,1.88
UGA,2012,1.889
UGA,2013,1.908
UGA,2014,1.937
UGA,2015,1.962
UGA,2016,1.964
UGA,2017,1.99
UGA,2018,2.035
UGA,2019,2.072
UGA,2020,NA
UGA,2021,NA
VEN,1980,12.029
VEN,1981,11.706
VEN,1982,11.16
VEN,1983,10.671
VEN,1984,10.417
VEN,1985,10.178
VEN,1986,10
VEN,1987,9.981
VEN,1988,9.963
VEN,1989,9.696
VEN,1990,9.907
VEN,1991,10.106
VEN,1992,10.241
VEN,1993,10.108
VEN,1994,9.779
VEN,1995,9.743
VEN,1996,9.658
VEN,1997,9.568
VEN,1998,9.299
VEN,1999,9.119
VEN,2000,9.295
VEN,2001,9.246
VEN,2002,8.919
VEN,2003,8.768
VEN,2004,9.756
VEN,2005,10.951
VEN,2006,12.067
VEN,2007,13.005
VEN,2008,13.714
VEN,2009,13.481
VEN,2010,13.85
VEN,2011,14.334
VEN,2012,14.452
VEN,2013,13.83
VEN,2014,11.541
VEN,2015,8.162
VEN,2016,4.936
VEN,2017,2.504
VEN,2018,1.68
VEN,2019,1.19
VEN,2020,NA
VEN,2021,NA
BEN,1980,1.72
BEN,1981,1.769
BEN,1982,1.707
BEN,1983,1.666
BEN,1984,1.697
BEN,1985,1.72
BEN,1986,1.671
BEN,1987,1.596
BEN,1988,1.568
BEN,1989,1.545
BEN,1990,1.62
BEN,1991,1.641
BEN,1992,1.645
BEN,1993,1.649
BEN,1994,1.624
BEN,1995,1.667
BEN,1996,1.703
BEN,1997,1.755
BEN,1998,1.783
BEN,1999,1.846
BEN,2000,1.906
BEN,2001,1.951
BEN,2002,2
BEN,2003,2.036
BEN,2004,2.065
BEN,2005,2.065
BEN,2006,2.071
BEN,2007,2.109
BEN,2008,2.117
BEN,2009,2.112
BEN,2010,2.1
BEN,2011,2.129
BEN,2012,2.2
BEN,2013,2.311
BEN,2014,2.414
BEN,2015,2.509
BEN,2016,2.573
BEN,2017,2.668
BEN,2018,2.798
BEN,2019,2.901
BEN,2020,NA
BEN,2021,NA
BTN,1980,1.648
BTN,1981,1.728
BTN,1982,1.8
BTN,1983,1.902
BTN,1984,1.956
BTN,1985,2.033
BTN,1986,2.177
BTN,1987,2.406
BTN,1988,2.537
BTN,1989,2.675
BTN,1990,2.812
BTN,1991,2.877
BTN,1992,2.959
BTN,1993,3.065
BTN,1994,3.177
BTN,1995,3.373
BTN,1996,3.52
BTN,1997,3.695
BTN,1998,3.847
BTN,1999,4.042
BTN,2000,4.307
BTN,2001,4.562
BTN,2002,4.912
BTN,2003,5.203
BTN,2004,5.461
BTN,2005,5.768
BTN,2006,6.139
BTN,2007,6.78
BTN,2008,7.134
BTN,2009,7.57
BTN,2010,8.034
BTN,2011,8.444
BTN,2012,8.776
BTN,2013,9.024
BTN,2014,9.399
BTN,2015,9.914
BTN,2016,10.412
BTN,2017,10.844
BTN,2018,11.185
BTN,2019,11.448
BTN,2020,NA
BTN,2021,NA
BFA,1980,1.195
BFA,1981,1.209
BFA,1982,1.21
BFA,1983,1.185
BFA,1984,1.177
BFA,1985,1.221
BFA,1986,1.273
BFA,1987,1.274
BFA,1988,1.288
BFA,1989,1.272
BFA,1990,1.257
BFA,1991,1.276
BFA,1992,1.259
BFA,1993,1.248
BFA,1994,1.222
BFA,1995,1.256
BFA,1996,1.313
BFA,1997,1.362
BFA,1998,1.404
BFA,1999,1.45
BFA,2000,1.45
BFA,2001,1.48
BFA,2002,1.5
BFA,2003,1.539
BFA,2004,1.565
BFA,2005,1.61
BFA,2006,1.642
BFA,2007,1.634
BFA,2008,1.66
BFA,2009,1.672
BFA,2010,1.736
BFA,2011,1.785
BFA,2012,1.836
BFA,2013,1.874
BFA,2014,1.901
BFA,2015,1.935
BFA,2016,2.003
BFA,2017,2.093
BFA,2018,2.194
BFA,2019,2.285
BFA,2020,NA
BFA,2021,NA
KHM,1980,0.973
KHM,1981,0.964
KHM,1982,0.97
KHM,1983,0.988
KHM,1984,1.01
KHM,1985,1.035
KHM,1986,1.063
KHM,1987,1.112
KHM,1988,1.153
KHM,1989,1.173
KHM,1990,1.18
KHM,1991,1.224
KHM,1992,1.274
KHM,1993,1.335
KHM,1994,1.264
KHM,1995,1.28
KHM,1996,1.288
KHM,1997,1.309
KHM,1998,1.353
KHM,1999,1.435
KHM,2000,1.528
KHM,2001,1.625
KHM,2002,1.719
KHM,2003,1.831
KHM,2004,1.975
KHM,2005,2.149
KHM,2006,2.319
KHM,2007,2.478
KHM,2008,2.601
KHM,2009,2.614
KHM,2010,2.703
KHM,2011,2.832
KHM,2012,2.982
KHM,2013,3.136
KHM,2014,3.295
KHM,2015,3.484
KHM,2016,3.689
KHM,2017,3.882
KHM,2018,4.065
KHM,2019,4.234
KHM,2020,NA
KHM,2021,NA
IDN,1980,2.651
IDN,1981,2.764
IDN,1982,2.785
IDN,1983,2.854
IDN,1984,2.949
IDN,1985,3.006
IDN,1986,3.08
IDN,1987,3.158
IDN,1988,3.28
IDN,1989,3.491
IDN,1990,3.763
IDN,1991,4.014
IDN,1992,4.264
IDN,1993,4.477
IDN,1994,4.741
IDN,1995,5.026
IDN,1996,5.243
IDN,1997,5.256
IDN,1998,4.87
IDN,1999,4.75
IDN,2000,4.744
IDN,2001,4.815
IDN,2002,4.903
IDN,2003,5.01
IDN,2004,5.217
IDN,2005,5.488
IDN,2006,5.779
IDN,2007,6.145
IDN,2008,6.602
IDN,2009,7.042
IDN,2010,7.573
IDN,2011,8.127
IDN,2012,8.569
IDN,2013,8.874
IDN,2014,9.165
IDN,2015,9.413
IDN,2016,9.713
IDN,2017,9.953
IDN,2018,10.286
IDN,2019,10.441
IDN,2020,NA
IDN,2021,NA
MOZ,1980,0.831
MOZ,1981,0.824
MOZ,1982,0.782
MOZ,1983,0.714
MOZ,1984,0.687
MOZ,1985,0.657
MOZ,1986,0.662
MOZ,1987,0.675
MOZ,1988,0.699
MOZ,1989,0.727
MOZ,1990,0.735
MOZ,1991,0.735
MOZ,1992,0.701
MOZ,1993,0.71
MOZ,1994,0.714
MOZ,1995,0.714
MOZ,1996,0.764
MOZ,1997,0.82
MOZ,1998,0.869
MOZ,1999,0.907
MOZ,2000,0.926
MOZ,2001,0.983
MOZ,2002,1.042
MOZ,2003,1.086
MOZ,2004,1.134
MOZ,2005,1.174
MOZ,2006,1.22
MOZ,2007,1.253
MOZ,2008,1.291
MOZ,2009,1.314
MOZ,2010,1.33
MOZ,2011,1.352
MOZ,2012,1.407
MOZ,2013,1.459
MOZ,2014,1.516
MOZ,2015,1.566
MOZ,2016,1.58
MOZ,2017,1.586
MOZ,2018,1.584
MOZ,2019,1.612
MOZ,2020,NA
MOZ,2021,NA
NPL,1980,0.908
NPL,1981,0.933
NPL,1982,0.954
NPL,1983,0.95
NPL,1984,0.98
NPL,1985,1.011
NPL,1986,1.042
NPL,1987,1.059
NPL,1988,1.097
NPL,1989,1.13
NPL,1990,1.153
NPL,1991,1.188
NPL,1992,1.211
NPL,1993,1.25
NPL,1994,1.313
NPL,1995,1.347
NPL,1996,1.389
NPL,1997,1.408
NPL,1998,1.422
NPL,1999,1.448
NPL,2000,1.481
NPL,2001,1.5
NPL,2002,1.5
NPL,2003,1.529
NPL,2004,1.56
NPL,2005,1.584
NPL,2006,1.621
NPL,2007,1.671
NPL,2008,1.751
NPL,2009,1.848
NPL,2010,1.933
NPL,2011,2.016
NPL,2012,2.105
NPL,2013,2.181
NPL,2014,2.271
NPL,2015,2.347
NPL,2016,2.389
NPL,2017,2.53
NPL,2018,2.66
NPL,2019,2.735
NPL,2020,NA
NPL,2021,NA
NIC,1980,4.544
NIC,1981,4.516
NIC,1982,4.413
NIC,1983,4.42
NIC,1984,4.31
NIC,1985,4.153
NIC,1986,3.986
NIC,1987,3.801
NIC,1988,3.307
NIC,1989,3.066
NIC,1990,2.964
NIC,1991,2.882
NIC,1992,2.811
NIC,1993,2.776
NIC,1994,2.803
NIC,1995,2.881
NIC,1996,2.975
NIC,1997,3.057
NIC,1998,3.141
NIC,1999,3.268
NIC,2000,3.33
NIC,2001,3.374
NIC,2002,3.401
NIC,2003,3.439
NIC,2004,3.539
NIC,2005,3.626
NIC,2006,3.718
NIC,2007,3.83
NIC,2008,3.909
NIC,2009,3.893
NIC,2010,3.971
NIC,2011,4.122
NIC,2012,4.273
NIC,2013,4.429
NIC,2014,4.588
NIC,2015,4.773
NIC,2016,4.949
NIC,2017,5.077
NIC,2018,4.946
NIC,2019,4.791
NIC,2020,NA
NIC,2021,NA
NER,1980,1.553
NER,1981,1.507
NER,1982,1.45
NER,1983,1.364
NER,1984,1.201
NER,1985,1.171
NER,1986,1.154
NER,1987,1.131
NER,1988,1.12
NER,1989,1.101
NER,1990,1.085
NER,1991,1.06
NER,1992,1.023
NER,1993,0.997
NER,1994,0.98
NER,1995,0.963
NER,1996,0.944
NER,1997,0.936
NER,1998,0.967
NER,1999,0.954
NER,2000,0.926
NER,2001,0.935
NER,2002,0.945
NER,2003,0.944
NER,2004,0.924
NER,2005,0.936
NER,2006,0.945
NER,2007,0.947
NER,2008,0.97
NER,2009,0.969
NER,2010,0.994
NER,2011,1.002
NER,2012,1.038
NER,2013,1.065
NER,2014,1.08
NER,2015,1.087
NER,2016,1.103
NER,2017,1.135
NER,2018,1.165
NER,2019,1.192
NER,2020,NA
NER,2021,NA
ZMB,1980,1.873
ZMB,1981,1.879
ZMB,1982,1.822
ZMB,1983,1.793
ZMB,1984,1.796
ZMB,1985,1.798
ZMB,1986,1.723
ZMB,1987,1.703
ZMB,1988,1.688
ZMB,1989,1.606
ZMB,1990,1.591
ZMB,1991,1.548
ZMB,1992,1.474
ZMB,1993,1.431
ZMB,1994,1.339
ZMB,1995,1.331
ZMB,1996,1.359
ZMB,1997,1.382
ZMB,1998,1.37
ZMB,1999,1.396
ZMB,2000,1.446
ZMB,2001,1.497
ZMB,2002,1.553
ZMB,2003,1.629
ZMB,2004,1.719
ZMB,2005,1.83
ZMB,2006,1.99
ZMB,2007,2.184
ZMB,2008,2.327
ZMB,2009,2.494
ZMB,2010,2.672
ZMB,2011,2.798
ZMB,2012,2.877
ZMB,2013,2.925
ZMB,2014,2.954
ZMB,2015,2.936
ZMB,2016,2.941
ZMB,2017,2.936
ZMB,2018,2.926
ZMB,2019,2.892
ZMB,2020,NA
ZMB,2021,NA
ZWE,1980,2.986
ZWE,1981,3.17
ZWE,1982,3.231
ZWE,1983,3.249
ZWE,1984,3.156
ZWE,1985,3.182
ZWE,1986,3.184
ZWE,1987,3.174
ZWE,1988,3.291
ZWE,1989,3.434
ZWE,1990,3.565
ZWE,1991,3.643
ZWE,1992,3.462
ZWE,1993,3.449
ZWE,1994,3.571
ZWE,1995,3.604
ZWE,1996,3.755
ZWE,1997,3.741
ZWE,1998,3.669
ZWE,1999,3.538
ZWE,2000,3.31
ZWE,2001,3.206
ZWE,2002,2.917
ZWE,2003,2.506
ZWE,2004,2.273
ZWE,2005,2.085
ZWE,2006,1.933
ZWE,2007,1.84
ZWE,2008,1.705
ZWE,2009,1.923
ZWE,2010,2.146
ZWE,2011,2.343
ZWE,2012,2.569
ZWE,2013,2.686
ZWE,2014,2.71
ZWE,2015,2.761
ZWE,2016,2.819
ZWE,2017,3.03
ZWE,2018,3.106
ZWE,2019,3.111
ZWE,2020,NA
ZWE,2021,NA
GIN,1980,1.94
GIN,1981,1.917
GIN,1982,1.904
GIN,1983,1.875
GIN,1984,1.845
GIN,1985,1.824
GIN,1986,1.791
GIN,1987,1.786
GIN,1988,1.817
GIN,1989,1.834
GIN,1990,1.826
GIN,1991,1.819
GIN,1992,1.805
GIN,1993,1.837
GIN,1994,1.856
GIN,1995,1.886
GIN,1996,1.929
GIN,1997,1.941
GIN,1998,1.939
GIN,1999,1.93
GIN,2000,1.913
GIN,2001,1.903
GIN,2002,1.894
GIN,2003,1.861
GIN,2004,1.829
GIN,2005,1.822
GIN,2006,1.819
GIN,2007,1.856
GIN,2008,1.876
GIN,2009,1.85
GIN,2010,1.897
GIN,2011,1.953
GIN,2012,2.006
GIN,2013,2.038
GIN,2014,2.065
GIN,2015,2.112
GIN,2016,2.218
GIN,2017,2.433
GIN,2018,2.537
GIN,2019,2.653
GIN,2020,NA
GIN,2021,NA
CIV,1980,3.254
CIV,1981,3.16
CIV,1982,3.058
CIV,1983,2.955
CIV,1984,2.91
CIV,1985,2.938
CIV,1986,2.913
CIV,1987,2.799
CIV,1988,2.724
CIV,1989,2.684
CIV,1990,2.624
CIV,1991,2.56
CIV,1992,2.506
CIV,1993,2.439
CIV,1994,2.43
CIV,1995,2.495
CIV,1996,2.577
CIV,1997,2.602
CIV,1998,2.632
CIV,1999,2.613
CIV,2000,2.508
CIV,2001,2.456
CIV,2002,2.398
CIV,2003,2.339
CIV,2004,2.291
CIV,2005,2.254
CIV,2006,2.257
CIV,2007,2.268
CIV,2008,2.294
CIV,2009,2.348
CIV,2010,2.418
CIV,2011,2.434
CIV,2012,2.593
CIV,2013,2.796
CIV,2014,3.002
CIV,2015,3.231
CIV,2016,3.402
CIV,2017,3.578
CIV,2018,3.75
CIV,2019,3.873
CIV,2020,NA
CIV,2021,NA
MRT,1980,2.852
MRT,1981,2.817
MRT,1982,2.712
MRT,1983,2.651
MRT,1984,2.579
MRT,1985,2.561
MRT,1986,2.593
MRT,1987,2.598
MRT,1988,2.596
MRT,1989,2.616
MRT,1990,2.672
MRT,1991,2.69
MRT,1992,2.702
MRT,1993,2.779
MRT,1994,2.788
MRT,1995,2.819
MRT,1996,2.897
MRT,1997,2.829
MRT,1998,2.821
MRT,1999,2.818
MRT,2000,2.749
MRT,2001,2.709
MRT,2002,2.716
MRT,2003,2.804
MRT,2004,2.879
MRT,2005,3.049
MRT,2006,3.318
MRT,2007,3.331
MRT,2008,3.303
MRT,2009,3.252
MRT,2010,3.315
MRT,2011,3.41
MRT,2012,3.453
MRT,2013,3.485
MRT,2014,3.523
MRT,2015,3.568
MRT,2016,3.634
MRT,2017,3.721
MRT,2018,3.756
MRT,2019,3.767
MRT,2020,NA
MRT,2021,NA
CAN,1980,28.185
CAN,1981,28.441
CAN,1982,28.19
CAN,1983,28.327
CAN,1984,29.406
CAN,1985,30.388
CAN,1986,31.188
CAN,1987,31.98
CAN,1988,32.873
CAN,1989,33.22
CAN,1990,32.999
CAN,1991,32.388
CAN,1992,32.565
CAN,1993,32.904
CAN,1994,33.668
CAN,1995,34.271
CAN,1996,34.653
CAN,1997,35.007
CAN,1998,35.927
CAN,1999,37.126
CAN,2000,38.313
CAN,2001,38.7
CAN,2002,39.333
CAN,2003,39.891
CAN,2004,40.943
CAN,2005,42.063
CAN,2006,42.817
CAN,2007,43.559
CAN,2008,43.404
CAN,2009,42.464
CAN,2010,42.797
CAN,2011,43.272
CAN,2012,43.86
CAN,2013,44.227
CAN,2014,44.898
CAN,2015,45.154
CAN,2016,45.297
CAN,2017,46.279
CAN,2018,46.736
CAN,2019,46.849
CAN,2020,NA
CAN,2021,NA
AUS,1980,24.575
AUS,1981,24.954
AUS,1982,24.963
AUS,1983,25.122
AUS,1984,25.586
AUS,1985,26.428
AUS,1986,27.054
AUS,1987,27.972
AUS,1988,29.135
AUS,1989,29.702
AUS,1990,29.686
AUS,1991,29.525
AUS,1992,29.863
AUS,1993,30.7
AUS,1994,31.679
AUS,1995,32.627
AUS,1996,33.707
AUS,1997,34.852
AUS,1998,35.977
AUS,1999,37.17
AUS,2000,38.128
AUS,2001,38.807
AUS,2002,39.869
AUS,2003,40.897
AUS,2004,41.688
AUS,2005,42.695
AUS,2006,43.309
AUS,2007,43.945
AUS,2008,44.512
AUS,2009,44.626
AUS,2010,45.222
AUS,2011,45.765
AUS,2012,46.334
AUS,2013,46.671
AUS,2014,46.944
AUS,2015,47.205
AUS,2016,47.164
AUS,2017,47.525
AUS,2018,48.066
AUS,2019,48.067
AUS,2020,NA
AUS,2021,NA
BWA,1980,2.938
BWA,1981,3.146
BWA,1982,3.329
BWA,1983,3.592
BWA,1984,3.94
BWA,1985,4.303
BWA,1986,4.663
BWA,1987,5.076
BWA,1988,5.671
BWA,1989,6.517
BWA,1990,6.988
BWA,1991,7.3
BWA,1992,7.4
BWA,1993,7.43
BWA,1994,7.601
BWA,1995,7.931
BWA,1996,8.423
BWA,1997,8.798
BWA,1998,8.957
BWA,1999,9.428
BWA,2000,9.684
BWA,2001,9.758
BWA,2002,10.053
BWA,2003,10.346
BWA,2004,10.653
BWA,2005,11.157
BWA,2006,11.657
BWA,2007,12.087
BWA,2008,12.157
BWA,2009,11.784
BWA,2010,12.259
BWA,2011,12.77
BWA,2012,13.104
BWA,2013,13.705
BWA,2014,14.252
BWA,2015,14.205
BWA,2016,14.524
BWA,2017,14.756
BWA,2018,15.009
BWA,2019,15.095
BWA,2020,NA
BWA,2021,NA
BDI,1980,0.959
