iso3c,year,e_gdppc
BDI,1981,0.981
BDI,1982,0.974
BDI,1983,0.98
BDI,1984,0.987
BDI,1985,1.029
BDI,1986,1.053
BDI,1987,1.061
BDI,1988,1.082
BDI,1989,1.078
BDI,1990,1.093
BDI,1991,1.104
BDI,1992,1.086
BDI,1993,1.037
BDI,1994,0.99
BDI,1995,0.912
BDI,1996,0.842
BDI,1997,0.82
BDI,1998,0.826
BDI,1999,0.812
BDI,2000,0.787
BDI,2001,0.774
BDI,2002,0.776
BDI,2003,0.77
BDI,2004,0.766
BDI,2005,0.753
BDI,2006,0.751
BDI,2007,0.747
BDI,2008,0.746
BDI,2009,0.748
BDI,2010,0.753
BDI,2011,0.754
BDI,2012,0.761
BDI,2013,0.776
BDI,2014,0.776
BDI,2015,0.76
BDI,2016,0.745
BDI,2017,0.737
BDI,2018,0.732
BDI,2019,0.735
BDI,2020,NA
BDI,2021,NA
CPV,1980,1.63
CPV,1981,1.695
CPV,1982,1.753
CPV,1983,1.836
CPV,1984,1.894
CPV,1985,1.976
CPV,1986,2.055
CPV,1987,2.12
CPV,1988,2.179
CPV,1989,2.216
CPV,1990,2.114
CPV,1991,2.118
CPV,1992,2.196
CPV,1993,2.313
CPV,1994,2.491
CPV,1995,2.644
CPV,1996,2.843
CPV,1997,3.014
CPV,1998,3.269
CPV,1999,3.563
CPV,2000,3.792
CPV,2001,3.912
CPV,2002,4.087
CPV,2003,4.274
CPV,2004,4.483
CPV,2005,4.697
CPV,2006,4.995
CPV,2007,5.424
CPV,2008,5.687
CPV,2009,5.745
CPV,2010,5.785
CPV,2011,5.898
CPV,2012,5.887
CPV,2013,5.815
CPV,2014,5.807
CPV,2015,5.876
CPV,2016,6.022
CPV,2017,6.168
CPV,2018,6.324
CPV,2019,6.474
CPV,2020,NA
CPV,2021,NA
CAF,1980,1.25
CAF,1981,1.249
CAF,1982,1.232
CAF,1983,1.185
CAF,1984,1.201
CAF,1985,1.215
CAF,1986,1.211
CAF,1987,1.162
CAF,1988,1.151
CAF,1989,1.138
CAF,1990,1.098
CAF,1991,1.063
CAF,1992,1.013
CAF,1993,0.991
CAF,1994,1.011
CAF,1995,1.015
CAF,1996,0.97
CAF,1997,0.974
CAF,1998,0.988
CAF,1999,0.991
CAF,2000,0.978
CAF,2001,0.977
CAF,2002,0.961
CAF,2003,0.92
CAF,2004,0.92
CAF,2005,0.916
CAF,2006,0.933
CAF,2007,0.947
CAF,2008,0.957
CAF,2009,0.981
CAF,2010,0.998
CAF,2011,0.998
CAF,2012,0.955
CAF,2013,0.747
CAF,2014,0.7
CAF,2015,0.707
CAF,2016,0.73
CAF,2017,0.769
CAF,2018,0.795
CAF,2019,0.827
CAF,2020,NA
CAF,2021,NA
CHL,1980,7.968
CHL,1981,7.968
CHL,1982,7.458
CHL,1983,7.153
CHL,1984,7.202
CHL,1985,7.268
CHL,1986,7.504
CHL,1987,7.845
CHL,1988,8.363
CHL,1989,8.884
CHL,1990,9.232
CHL,1991,9.788
CHL,1992,10.578
CHL,1993,11.134
CHL,1994,11.745
CHL,1995,12.594
CHL,1996,13.178
CHL,1997,13.667
CHL,1998,13.846
CHL,1999,13.784
CHL,2000,14.054
CHL,2001,14.217
CHL,2002,14.447
CHL,2003,14.947
CHL,2004,15.813
CHL,2005,16.711
CHL,2006,17.749
CHL,2007,18.509
CHL,2008,18.743
CHL,2009,18.849
CHL,2010,19.839
CHL,2011,20.679
CHL,2012,21.542
CHL,2013,22.08
CHL,2014,22.276
CHL,2015,22.316
CHL,2016,22.596
CHL,2017,22.899
CHL,2018,23.194
CHL,2019,23.245
CHL,2020,NA
CHL,2021,NA
CRI,1980,8.237
CRI,1981,7.876
CRI,1982,7.512
CRI,1983,7.422
CRI,1984,7.544
CRI,1985,7.61
CRI,1986,7.824
CRI,1987,7.838
CRI,1988,7.951
CRI,1989,8.127
CRI,1990,8.315
CRI,1991,8.482
CRI,1992,8.883
CRI,1993,9.228
CRI,1994,9.449
CRI,1995,9.642
CRI,1996,9.623
CRI,1997,9.865
CRI,1998,10.209
CRI,1999,10.416
CRI,2000,10.57
CRI,2001,10.708
CRI,2002,10.938
CRI,2003,11.118
CRI,2004,11.329
CRI,2005,11.721
CRI,2006,12.164
CRI,2007,12.718
CRI,2008,13.084
CRI,2009,13.238
CRI,2010,13.55
CRI,2011,13.963
CRI,2012,14.352
CRI,2013,14.547
CRI,2014,15.021
CRI,2015,15.53
CRI,2016,16.171
CRI,2017,16.892
CRI,2018,17.25
CRI,2019,17.497
CRI,2020,NA
CRI,2021,NA
TLS,1980,2.397
TLS,1981,2.406
TLS,1982,2.414
TLS,1983,2.426
TLS,1984,2.427
TLS,1985,2.428
TLS,1986,2.447
TLS,1987,2.461
TLS,1988,2.474
TLS,1989,2.49
TLS,1990,2.491
TLS,1991,2.493
TLS,1992,2.475
TLS,1993,2.492
TLS,1994,2.479
TLS,1995,2.466
TLS,1996,2.446
TLS,1997,2.432
TLS,1998,2.45
TLS,1999,2.454
TLS,2000,2.46
TLS,2001,2.541
TLS,2002,2.486
TLS,2003,2.413
TLS,2004,2.381
TLS,2005,2.369
TLS,2006,2.352
TLS,2007,2.437
TLS,2008,2.605
TLS,2009,2.8
TLS,2010,2.963
TLS,2011,3.089
TLS,2012,3.193
TLS,2013,3.248
TLS,2014,3.31
TLS,2015,3.372
TLS,2016,3.376
TLS,2017,3.332
TLS,2018,3.357
TLS,2019,3.497
TLS,2020,NA
TLS,2021,NA
ECU,1980,6.977
ECU,1981,7.013
ECU,1982,6.895
ECU,1983,6.708
ECU,1984,6.655
ECU,1985,6.624
ECU,1986,6.529
ECU,1987,6.392
ECU,1988,6.352
ECU,1989,6.368
ECU,1990,6.506
ECU,1991,6.597
ECU,1992,6.651
ECU,1993,6.602
ECU,1994,6.639
ECU,1995,6.628
ECU,1996,6.624
ECU,1997,6.689
ECU,1998,6.671
ECU,1999,6.528
ECU,2000,6.537
ECU,2001,6.674
ECU,2002,6.909
ECU,2003,7.118
ECU,2004,7.494
ECU,2005,7.864
ECU,2006,8.107
ECU,2007,8.355
ECU,2008,8.625
ECU,2009,8.754
ECU,2010,8.971
ECU,2011,9.42
ECU,2012,9.827
ECU,2013,10.188
ECU,2014,10.39
ECU,2015,10.259
ECU,2016,10.066
ECU,2017,10.096
ECU,2018,10.054
ECU,2019,9.952
ECU,2020,NA
ECU,2021,NA
FRA,1980,25.048
FRA,1981,25.059
FRA,1982,25.253
FRA,1983,25.332
FRA,1984,25.392
FRA,1985,25.591
FRA,1986,26.157
FRA,1987,26.818
FRA,1988,27.745
FRA,1989,28.699
FRA,1990,29.31
FRA,1991,29.632
FRA,1992,29.896
FRA,1993,29.87
FRA,1994,30.308
FRA,1995,30.794
FRA,1996,31.311
FRA,1997,32.145
FRA,1998,33.312
FRA,1999,34.327
FRA,2000,35.243
FRA,2001,35.822
FRA,2002,35.903
FRA,2003,35.709
FRA,2004,35.963
FRA,2005,36.56
FRA,2006,37.233
FRA,2007,37.799
FRA,2008,37.766
FRA,2009,37.283
FRA,2010,37.481
FRA,2011,37.943
FRA,2012,37.989
FRA,2013,37.964
FRA,2014,38.127
FRA,2015,38.588
FRA,2016,39.155
FRA,2017,39.926
FRA,2018,40.504
FRA,2019,40.649
FRA,2020,NA
FRA,2021,NA
NA,1980,23.897
NA,1981,23.855
NA,1982,23.959
NA,1983,24.169
NA,1984,24.548
NA,1985,25.175
NA,1986,25.956
NA,1987,26.565
NA,1988,27.404
NA,1989,28.338
NA,1990,29.288
DEU,1991,29.891
DEU,1992,30.289
DEU,1993,30.492
DEU,1994,30.951
DEU,1995,31.37
DEU,1996,31.79
DEU,1997,32.445
DEU,1998,33.34
DEU,1999,34.125
DEU,2000,34.773
DEU,2001,35.471
DEU,2002,35.954
DEU,2003,36.102
DEU,2004,36.58
DEU,2005,37.291
DEU,2006,38.209
DEU,2007,39.249
DEU,2008,39.721
DEU,2009,39.032
DEU,2010,40.066
DEU,2011,41.259
DEU,2012,41.687
DEU,2013,41.845
DEU,2014,42.589
DEU,2015,43.066
DEU,2016,44.002
DEU,2017,45.078
DEU,2018,45.372
DEU,2019,45.517
DEU,2020,NA
DEU,2021,NA
GTM,1980,4.864
GTM,1981,4.793
GTM,1982,4.605
GTM,1983,4.463
GTM,1984,4.351
GTM,1985,4.282
GTM,1986,4.205
GTM,1987,4.181
GTM,1988,4.203
GTM,1989,4.241
GTM,1990,4.343
GTM,1991,4.427
GTM,1992,4.524
GTM,1993,4.625
GTM,1994,4.702
GTM,1995,4.802
GTM,1996,4.871
GTM,1997,4.969
GTM,1998,5.105
GTM,1999,5.208
GTM,2000,5.286
GTM,2001,5.34
GTM,2002,5.411
GTM,2003,5.454
GTM,2004,5.517
GTM,2005,5.625
GTM,2006,5.761
GTM,2007,5.912
GTM,2008,5.995
GTM,2009,6.059
GTM,2010,6.165
GTM,2011,6.26
GTM,2012,6.359
GTM,2013,6.455
GTM,2014,6.598
GTM,2015,6.748
GTM,2016,6.82
GTM,2017,6.943
GTM,2018,7.045
GTM,2019,7.132
GTM,2020,NA
GTM,2021,NA
IRN,1980,6.017
IRN,1981,5.508
IRN,1982,5.694
IRN,1983,5.754
IRN,1984,5.521
IRN,1985,5.256
IRN,1986,4.84
IRN,1987,4.627
IRN,1988,4.416
IRN,1989,4.51
IRN,1990,4.908
IRN,1991,5.37
IRN,1992,5.651
IRN,1993,5.838
IRN,1994,5.912
IRN,1995,6.048
IRN,1996,6.364
IRN,1997,6.527
IRN,1998,6.709
IRN,1999,6.963
IRN,2000,7.399
IRN,2001,7.799
IRN,2002,8.374
IRN,2003,9.113
IRN,2004,9.686
IRN,2005,10.315
IRN,2006,10.873
IRN,2007,11.534
IRN,2008,11.651
IRN,2009,11.824
IRN,2010,12.151
IRN,2011,12.167
IRN,2012,11.417
IRN,2013,11.101
IRN,2014,10.955
IRN,2015,10.811
IRN,2016,11.114
IRN,2017,11.022
IRN,2018,10.455
IRN,2019,9.748
IRN,2020,NA
IRN,2021,NA
IRQ,1980,10.704
IRQ,1981,9.912
IRQ,1982,9.291
IRQ,1983,8.448
IRQ,1984,8.026
IRQ,1985,7.826
IRQ,1986,7.825
IRQ,1987,7.941
IRQ,1988,7.438
IRQ,1989,6.633
IRQ,1990,5.66
IRQ,1991,3.32
IRQ,1992,3.313
IRQ,1993,3.65
IRQ,1994,3.646
IRQ,1995,3.567
IRQ,1996,3.935
IRQ,1997,4.344
IRQ,1998,5.109
IRQ,1999,5.719
IRQ,2000,5.984
IRQ,2001,6.035
IRQ,2002,5.719
IRQ,2003,4.943
IRQ,2004,5.836
IRQ,2005,6.251
IRQ,2006,6.679
IRQ,2007,7.035
IRQ,2008,7.581
IRQ,2009,8.082
IRQ,2010,8.688
IRQ,2011,9.383
IRQ,2012,10.075
IRQ,2013,10.331
IRQ,2014,10.066
IRQ,2015,9.699
IRQ,2016,9.949
IRQ,2017,9.974
IRQ,2018,9.859
IRQ,2019,9.786
IRQ,2020,NA
IRQ,2021,NA
IRL,1980,14.585
IRL,1981,14.803
IRL,1982,15.008
IRL,1983,15.05
IRL,1984,15.36
IRL,1985,15.786
IRL,1986,16.088
IRL,1987,16.707
IRL,1988,17.614
IRL,1989,18.802
IRL,1990,20.044
IRL,1991,20.766
IRL,1992,21.531
IRL,1993,22.41
IRL,1994,23.695
IRL,1995,25.77
IRL,1996,27.732
IRL,1997,30.475
IRL,1998,33.21
IRL,1999,36.042
IRL,2000,38.803
IRL,2001,40.954
IRL,2002,43.291
IRL,2003,44.853
IRL,2004,46.467
IRL,2005,47.958
IRL,2006,49.579
IRL,2007,50.038
IRL,2008,48.059
IRL,2009,45.896
IRL,2010,45.613
IRL,2011,45.775
IRL,2012,46.172
IRL,2013,47.275
IRL,2014,50.877
IRL,2015,57.873
IRL,2016,62.083
IRL,2017,67.566
IRL,2018,72.386
IRL,2019,75.467
IRL,2020,NA
IRL,2021,NA
ITA,1980,21.047
ITA,1981,21.182
ITA,1982,21.318
ITA,1983,21.465
ITA,1984,21.9
ITA,1985,22.359
ITA,1986,23.221
ITA,1987,23.969
ITA,1988,24.899
ITA,1989,25.842
ITA,1990,26.706
ITA,1991,27.226
ITA,1992,27.637
ITA,1993,27.85
ITA,1994,28.461
ITA,1995,29.259
ITA,1996,29.716
ITA,1997,30.343
ITA,1998,31.189
ITA,1999,31.813
ITA,2000,32.734
ITA,2001,33.196
ITA,2002,33.804
ITA,2003,34.009
ITA,2004,34.053
ITA,2005,34.463
ITA,2006,34.842
ITA,2007,34.986
ITA,2008,34.877
ITA,2009,34.023
ITA,2010,33.773
ITA,2011,33.587
ITA,2012,32.873
ITA,2013,32.152
ITA,2014,31.934
ITA,2015,32.083
ITA,2016,32.729
ITA,2017,33.401
ITA,2018,33.752
ITA,2019,33.775
ITA,2020,NA
ITA,2021,NA
JOR,1980,5.238
JOR,1981,5.505
JOR,1982,5.601
JOR,1983,5.606
JOR,1984,5.72
JOR,1985,5.691
JOR,1986,5.735
JOR,1987,5.784
JOR,1988,5.603
JOR,1989,5.167
JOR,1990,4.694
JOR,1991,4.499
JOR,1992,4.595
JOR,1993,4.625
JOR,1994,4.675
JOR,1995,4.746
JOR,1996,4.738
JOR,1997,4.804
JOR,1998,4.911
JOR,1999,4.997
JOR,2000,5.13
JOR,2001,5.347
JOR,2002,5.557
JOR,2003,5.772
JOR,2004,6.169
JOR,2005,6.557
JOR,2006,6.984
JOR,2007,7.391
JOR,2008,7.852
JOR,2009,8.183
JOR,2010,8.219
JOR,2011,8.227
JOR,2012,8.114
JOR,2013,7.978
JOR,2014,7.877
JOR,2015,7.854
JOR,2016,7.742
JOR,2017,7.566
JOR,2018,7.467
JOR,2019,7.289
JOR,2020,NA
JOR,2021,NA
LVA,1990,14.479
LVA,1991,13.213
LVA,1992,10.864
LVA,1993,9.716
LVA,1994,9.259
LVA,1995,9.027
LVA,1996,9.227
LVA,1997,9.804
LVA,1998,10.479
LVA,1999,11.039
LVA,2000,11.744
LVA,2001,12.574
LVA,2002,13.425
LVA,2003,14.452
LVA,2004,15.687
LVA,2005,17.254
LVA,2006,18.995
LVA,2007,20.556
LVA,2008,20.685
LVA,2009,19.339
LVA,2010,19.146
LVA,2011,20.097
LVA,2012,21.045
LVA,2013,21.749
LVA,2014,22.549
LVA,2015,23.523
LVA,2016,24.545
LVA,2017,25.742
LVA,2018,26.913
LVA,2019,27.573
LVA,2020,NA
LVA,2021,NA
LSO,1980,1.38
LSO,1981,1.353
LSO,1982,1.333
LSO,1983,1.311
LSO,1984,1.308
LSO,1985,1.328
LSO,1986,1.346
LSO,1987,1.383
LSO,1988,1.459
LSO,1989,1.518
LSO,1990,1.566
LSO,1991,1.605
LSO,1992,1.649
LSO,1993,1.702
LSO,1994,1.754
LSO,1995,1.794
LSO,1996,1.858
LSO,1997,1.9
LSO,1998,1.905
LSO,1999,1.93
LSO,2000,1.975
LSO,2001,2.043
LSO,2002,2.075
LSO,2003,2.139
LSO,2004,2.192
LSO,2005,2.26
LSO,2006,2.333
LSO,2007,2.419
LSO,2008,2.532
LSO,2009,2.576
LSO,2010,2.639
LSO,2011,2.728
LSO,2012,2.84
LSO,2013,2.943
LSO,2014,3.053
LSO,2015,3.132
LSO,2016,3.18
LSO,2017,3.127
LSO,2018,3.085
LSO,2019,3.069
LSO,2020,NA
LSO,2021,NA
LBR,1980,2.105
LBR,1981,1.935
LBR,1982,1.839
LBR,1983,1.765
LBR,1984,1.692
LBR,1985,1.634
LBR,1986,1.585
LBR,1987,1.559
LBR,1988,1.498
LBR,1989,1.338
LBR,1990,0.96
LBR,1991,0.747
LBR,1992,0.53
LBR,1993,0.383
LBR,1994,0.307
LBR,1995,0.286
LBR,1996,0.309
LBR,1997,0.429
LBR,1998,0.543
LBR,1999,0.678
LBR,2000,0.909
LBR,2001,0.988
LBR,2002,0.998
LBR,2003,0.813
LBR,2004,0.794
LBR,2005,0.804
LBR,2006,0.841
LBR,2007,0.888
LBR,2008,0.923
LBR,2009,0.948
LBR,2010,0.975
LBR,2011,0.998
LBR,2012,1.034
LBR,2013,1.078
LBR,2014,1.1
LBR,2015,1.128
LBR,2016,1.128
LBR,2017,1.17
LBR,2018,1.197
LBR,2019,1.188
LBR,2020,NA
LBR,2021,NA
MWI,1980,1.191
MWI,1981,1.16
MWI,1982,1.163
MWI,1983,1.177
MWI,1984,1.197
MWI,1985,1.207
MWI,1986,1.166
MWI,1987,1.103
MWI,1988,1.058
MWI,1989,1.035
MWI,1990,1.011
MWI,1991,1.018
MWI,1992,0.977
MWI,1993,1.005
MWI,1994,1.005
MWI,1995,1.059
MWI,1996,1.094
MWI,1997,1.119
MWI,1998,1.096
MWI,1999,1.077
MWI,2000,1.047
MWI,2001,1.007
MWI,2002,1.016
MWI,2003,1.036
MWI,2004,1.07
MWI,2005,1.087
MWI,2006,1.112
MWI,2007,1.18
MWI,2008,1.218
MWI,2009,1.216
MWI,2010,1.228
MWI,2011,1.242
MWI,2012,1.217
MWI,2013,1.228
MWI,2014,1.235
MWI,2015,1.235
MWI,2016,1.233
MWI,2017,1.256
MWI,2018,1.276
MWI,2019,1.307
MWI,2020,NA
MWI,2021,NA
MDV,1980,2.581
MDV,1981,2.834
MDV,1982,3.049
MDV,1983,3.188
MDV,1984,3.449
MDV,1985,3.717
MDV,1986,3.957
MDV,1987,4.206
MDV,1988,4.468
MDV,1989,4.749
MDV,1990,5.133
MDV,1991,5.43
MDV,1992,5.709
MDV,1993,5.986
MDV,1994,6.348
MDV,1995,6.797
MDV,1996,7.226
MDV,1997,7.708
MDV,1998,8.133
MDV,1999,8.466
MDV,2000,8.717
MDV,2001,8.712
MDV,2002,9.087
MDV,2003,9.675
MDV,2004,10.065
MDV,2005,9.914
MDV,2006,10.936
MDV,2007,11.69
MDV,2008,12.061
MDV,2009,11.677
MDV,2010,11.82
MDV,2011,12.173
MDV,2012,12.383
MDV,2013,12.633
MDV,2014,13.004
MDV,2015,13.184
MDV,2016,13.486
MDV,2017,13.893
MDV,2018,14.344
MDV,2019,14.726
MDV,2020,NA
MDV,2021,NA
MNG,1980,2.036
MNG,1981,2.124
MNG,1982,2.28
MNG,1983,2.432
MNG,1984,2.574
MNG,1985,2.667
MNG,1986,2.777
MNG,1987,2.873
MNG,1988,2.938
MNG,1989,2.953
MNG,1990,3.017
MNG,1991,2.734
MNG,1992,2.5
MNG,1993,2.354
MNG,1994,2.392
MNG,1995,2.558
MNG,1996,2.587
MNG,1997,2.654
MNG,1998,2.712
MNG,1999,2.798
MNG,2000,2.923
MNG,2001,3.071
MNG,2002,3.27
MNG,2003,3.543
MNG,2004,3.912
MNG,2005,4.334
MNG,2006,4.774
MNG,2007,5.207
MNG,2008,5.517
MNG,2009,5.648
MNG,2010,6.046
MNG,2011,6.818
MNG,2012,7.597
MNG,2013,8.169
MNG,2014,8.583
MNG,2015,8.708
MNG,2016,8.786
MNG,2017,8.939
MNG,2018,9.162
MNG,2019,9.323
MNG,2020,NA
MNG,2021,NA
MAR,1980,3.469
MAR,1981,3.461
MAR,1982,3.572
MAR,1983,3.645
MAR,1984,3.751
MAR,1985,3.911
MAR,1986,4.089
MAR,1987,4.143
MAR,1988,4.342
MAR,1989,4.395
MAR,1990,4.415
MAR,1991,4.522
MAR,1992,4.476
MAR,1993,4.466
MAR,1994,4.643
MAR,1995,4.625
MAR,1996,4.862
MAR,1997,4.854
MAR,1998,4.935
MAR,1999,4.913
MAR,2000,4.906
MAR,2001,5.029
MAR,2002,5.123
MAR,2003,5.266
MAR,2004,5.366
MAR,2005,5.468
MAR,2006,5.737
MAR,2007,5.909
MAR,2008,6.249
MAR,2009,6.52
MAR,2010,6.748
MAR,2011,7.041
MAR,2012,7.16
MAR,2013,7.332
MAR,2014,7.413
MAR,2015,7.597
MAR,2016,7.691
MAR,2017,7.797
MAR,2018,7.937
MAR,2019,7.988
MAR,2020,NA
MAR,2021,NA
NLD,1980,25.133
NLD,1981,24.929
NLD,1982,24.798
NLD,1983,24.894
NLD,1984,25.266
NLD,1985,25.725
NLD,1986,26.07
NLD,1987,26.494
NLD,1988,27.26
NLD,1989,28.155
NLD,1990,29.415
NLD,1991,30.032
NLD,1992,30.424
NLD,1993,30.895
NLD,1994,31.709
NLD,1995,32.581
NLD,1996,33.735
NLD,1997,35.118
NLD,1998,36.7
NLD,1999,38.352
NLD,2000,39.959
NLD,2001,40.518
NLD,2002,41.193
NLD,2003,41.056
NLD,2004,41.615
NLD,2005,42.485
NLD,2006,44.104
NLD,2007,45.381
NLD,2008,45.883
NLD,2009,45.115
NLD,2010,44.953
NLD,2011,44.839
NLD,2012,44.766
NLD,2013,44.862
NLD,2014,45.137
NLD,2015,45.724
NLD,2016,46.831
NLD,2017,47.975
NLD,2018,48.917
NLD,2019,49.449
NLD,2020,NA
NLD,2021,NA
PAN,1980,6.806
PAN,1981,7.172
PAN,1982,7.301
PAN,1983,7.307
PAN,1984,7.286
PAN,1985,7.386
PAN,1986,7.506
PAN,1987,7.46
PAN,1988,7.052
PAN,1989,6.994
PAN,1990,7.391
PAN,1991,7.849
PAN,1992,8.258
PAN,1993,8.586
PAN,1994,8.709
PAN,1995,8.79
PAN,1996,8.964
PAN,1997,9.364
PAN,1998,9.809
PAN,1999,10.054
PAN,2000,10.171
PAN,2001,10.271
PAN,2002,10.437
PAN,2003,10.899
PAN,2004,11.45
PAN,2005,12.202
PAN,2006,12.956
PAN,2007,13.671
PAN,2008,14.48
PAN,2009,15.041
PAN,2010,15.808
PAN,2011,16.979
PAN,2012,18.385
PAN,2013,19.683
PAN,2014,20.7
PAN,2015,21.759
PAN,2016,22.916
PAN,2017,24.056
PAN,2018,24.592
PAN,2019,24.98
PAN,2020,NA
PAN,2021,NA
PNG,1980,2.606
PNG,1981,2.554
PNG,1982,2.509
PNG,1983,2.494
PNG,1984,2.483
PNG,1985,2.466
PNG,1986,2.472
PNG,1987,2.468
PNG,1988,2.472
PNG,1989,2.451
PNG,1990,2.444
PNG,1991,2.555
PNG,1992,2.738
PNG,1993,2.959
PNG,1994,3.075
PNG,1995,3.087
PNG,1996,3.084
PNG,1997,2.989
PNG,1998,2.888
PNG,1999,2.792
PNG,2000,2.714
PNG,2001,2.667
PNG,2002,2.63
PNG,2003,2.637
PNG,2004,2.642
PNG,2005,2.702
PNG,2006,2.789
PNG,2007,2.863
PNG,2008,2.892
PNG,2009,2.986
PNG,2010,3.117
PNG,2011,3.19
PNG,2012,3.282
PNG,2013,3.372
PNG,2014,3.585
PNG,2015,3.745
PNG,2016,3.89
PNG,2017,3.97
PNG,2018,3.988
PNG,2019,4.035
PNG,2020,NA
PNG,2021,NA
QAT,1980,91.012
QAT,1981,79.896
QAT,1982,65.226
QAT,1983,53.826
QAT,1984,46.454
QAT,1985,39.521
QAT,1986,33.348
QAT,1987,31.247
QAT,1988,30.353
QAT,1989,30.511
QAT,1990,30.724
QAT,1991,30.107
QAT,1992,31.074
QAT,1993,31.036
QAT,1994,31.578
QAT,1995,32.922
QAT,1996,35.351
QAT,1997,40.574
QAT,1998,44.601
QAT,1999,50.617
QAT,2000,58.925
QAT,2001,62.616
QAT,2002,65.921
QAT,2003,70.807
QAT,2004,76.865
QAT,2005,80.793
QAT,2006,85.872
QAT,2007,88.739
QAT,2008,91.469
QAT,2009,89.606
QAT,2010,94.4
QAT,2011,100.329
QAT,2012,100.865
QAT,2013,98.917
QAT,2014,95.278
QAT,2015,91.206
QAT,2016,88.883
QAT,2017,85.704
QAT,2018,83.999
QAT,2019,80.19
QAT,2020,NA
QAT,2021,NA
SLE,1980,1.582
SLE,1981,1.589
SLE,1982,1.603
SLE,1983,1.581
SLE,1984,1.581
SLE,1985,1.558
SLE,1986,1.55
SLE,1987,1.564
SLE,1988,1.561
SLE,1989,1.558
SLE,1990,1.544
SLE,1991,1.503
SLE,1992,1.412
SLE,1993,1.418
SLE,1994,1.428
SLE,1995,1.348
SLE,1996,1.224
SLE,1997,1.106
SLE,1998,1.043
SLE,1999,0.965
SLE,2000,0.987
SLE,2001,1.03
SLE,2002,1.13
SLE,2003,1.174
SLE,2004,1.195
SLE,2005,1.201
SLE,2006,1.222
SLE,2007,1.265
SLE,2008,1.298
SLE,2009,1.337
SLE,2010,1.377
SLE,2011,1.456
SLE,2012,1.615
SLE,2013,1.789
SLE,2014,1.79
SLE,2015,1.61
SLE,2016,1.591
SLE,2017,1.623
SLE,2018,1.658
SLE,2019,1.673
SLE,2020,NA
SLE,2021,NA
ESP,1980,16.452
ESP,1981,16.319
ESP,1982,16.315
ESP,1983,16.326
ESP,1984,16.455
ESP,1985,16.754
ESP,1986,17.413
ESP,1987,18.366
ESP,1988,19.442
ESP,1989,20.478
ESP,1990,21.832
ESP,1991,22.493
ESP,1992,22.83
ESP,1993,22.935
ESP,1994,23.416
ESP,1995,24.113
ESP,1996,24.807
ESP,1997,25.676
ESP,1998,26.95
ESP,1999,28.094
ESP,2000,29.316
ESP,2001,30.007
ESP,2002,30.628
ESP,2003,31.224
ESP,2004,31.752
ESP,2005,32.558
ESP,2006,33.424
ESP,2007,34.029
ESP,2008,33.854
ESP,2009,32.997
ESP,2010,32.422
ESP,2011,31.951
ESP,2012,31.267
ESP,2013,30.961
ESP,2014,31.508
ESP,2015,32.669
ESP,2016,33.425
ESP,2017,34.743
ESP,2018,35.415
ESP,2019,36.095
ESP,2020,NA
ESP,2021,NA
SYR,1980,4.585
SYR,1981,4.587
SYR,1982,4.45
SYR,1983,4.22
SYR,1984,3.96
SYR,1985,3.803
SYR,1986,3.591
SYR,1987,3.451
SYR,1988,3.411
SYR,1989,3.211
SYR,1990,3.139
SYR,1991,3.122
SYR,1992,3.185
SYR,1993,3.201
SYR,1994,3.207
SYR,1995,3.25
SYR,1996,3.278
SYR,1997,3.347
SYR,1998,3.472
SYR,1999,3.507
SYR,2000,3.686
SYR,2001,3.874
SYR,2002,4.175
SYR,2003,4.499
SYR,2004,4.976
SYR,2005,5.457
SYR,2006,5.597
SYR,2007,5.684
SYR,2008,5.753
SYR,2009,5.795
SYR,2010,5.816
SYR,2011,5.589
SYR,2012,4.943
SYR,2013,4.362
SYR,2014,4.017
SYR,2015,3.825
SYR,2016,3.837
SYR,2017,3.977
SYR,2018,4.135
SYR,2019,4.282
SYR,2020,NA
SYR,2021,NA
TUN,1980,4.778
TUN,1981,4.925
TUN,1982,4.948
TUN,1983,5.026
TUN,1984,5.149
TUN,1985,5.229
TUN,1986,5.201
TUN,1987,5.318
TUN,1988,5.358
TUN,1989,5.476
TUN,1990,5.647
TUN,1991,5.843
TUN,1992,6.148
TUN,1993,6.334
TUN,1994,6.536
TUN,1995,6.77
TUN,1996,7.151
TUN,1997,7.407
TUN,1998,7.561
TUN,1999,7.803
TUN,2000,8.033
TUN,2001,8.186
TUN,2002,8.314
TUN,2003,8.537
TUN,2004,8.801
TUN,2005,9.061
TUN,2006,9.431
TUN,2007,9.817
TUN,2008,10.192
TUN,2009,10.438
TUN,2010,10.612
TUN,2011,10.485
TUN,2012,10.603
TUN,2013,10.66
TUN,2014,10.748
TUN,2015,10.748
TUN,2016,10.764
TUN,2017,10.799
TUN,2018,10.886
TUN,2019,10.859
TUN,2020,NA
TUN,2021,NA
TUR,1980,7.413
TUR,1981,7.599
TUR,1982,7.668
TUR,1983,7.897
TUR,1984,8.133
TUR,1985,8.383
TUR,1986,8.749
TUR,1987,9.199
TUR,1988,9.419
TUR,1989,9.503
TUR,1990,9.969
TUR,1991,10.05
TUR,1992,10.339
TUR,1993,10.752
TUR,1994,10.481
TUR,1995,10.854
TUR,1996,11.471
TUR,1997,11.952
TUR,1998,12.031
TUR,1999,11.796
TUR,2000,11.969
TUR,2001,11.668
TUR,2002,12.012
TUR,2003,12.514
TUR,2004,13.409
